Product,ActionSet,Action,Action_Describe,Action_Link
SAS Visual Text Analytics,boolRule,brTrain,Extracts Boolean rules from text,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-boolrule-brtrain.htm&locale=en
SAS Visual Text Analytics,ldaTopic,ldaScore,Score a table using a latent Dirichlet allocation topic model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-ldatopic-ldascore.htm&locale=en
SAS Visual Text Analytics,ldaTopic,ldaTrain,Train a latent Dirichlet allocation topic model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-ldatopic-ldatrain.htm&locale=en
SAS Visual Text Analytics,deepRnn,rnnExportModel,Exports a recurrent neural network model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-deeprnn-rnnexportmodel.htm&locale=en
SAS Visual Text Analytics,deepRnn,rnnScore,Scores a table using a Recurrent Neural Network model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-deeprnn-rnnscore.htm&locale=en
SAS Visual Text Analytics,deepRnn,rnnTrain,Trains a Recurrent Neural Network,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-deeprnn-rnntrain.htm&locale=en
SAS Visual Text Analytics,reinforcementLearn,rlDescribe,Displays information about a reinforcement learning model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casrlpg&docsetTarget=cas-reinforcementlearn-rldescribe.htm&locale=en
SAS Visual Text Analytics,reinforcementLearn,rlExportModel,Saves a Reinforcement Learning model as an Astore model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casrlpg&docsetTarget=cas-reinforcementlearn-rlexportmodel.htm&locale=en
SAS Visual Text Analytics,reinforcementLearn,rlScore,Scores a table of using a reinforcement learning model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casrlpg&docsetTarget=cas-reinforcementlearn-rlscore.htm&locale=en
SAS Visual Text Analytics,reinforcementLearn,rlTrainFqn,Trains a model using the Fitted Q Network algorithm,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casrlpg&docsetTarget=cas-reinforcementlearn-rltrainfqn.htm&locale=en
SAS Visual Text Analytics,search,appendIndex,Loads data to an index after the buildIndex action is performed,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-search-appendindex.htm&locale=en
SAS Visual Text Analytics,search,buildIndex,Creates an empty index using a schema (the first step of Search),http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-search-buildindex.htm&locale=en
SAS Visual Text Analytics,search,deleteDocuments,Deletes a portion of documents from an index,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-search-deletedocuments.htm&locale=en
SAS Visual Text Analytics,search,getSchema,Gets the schema of an index,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-search-getschema.htm&locale=en
SAS Visual Text Analytics,search,searchAggregate,Aggregates certain fields in a table that is usually generated by searchIndex,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-search-searchaggregate.htm&locale=en
SAS Visual Text Analytics,search,searchIndex,"Searches for a query against an index and retrieves records, documents, and tuples that are relevant to that query",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-search-searchindex.htm&locale=en
SAS Visual Text Analytics,search,valueCount,Performs a value count for multiple fields,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-search-valuecount.htm&locale=en
SAS Visual Text Analytics,searchAnalytics,buildAutoComplete,Builds an auto complete index table for auto complete queries,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-searchanalytics-buildautocomplete.htm&locale=en
SAS Visual Text Analytics,searchAnalytics,buildTermIndex,Creates a term index table for significant terms,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-searchanalytics-buildtermindex.htm&locale=en
SAS Visual Text Analytics,searchAnalytics,searchAutoComplete,Searches for a query against output from the buildAutoComplete action and retrieves matched terms with their frequency,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-searchanalytics-searchautocomplete.htm&locale=en
SAS Visual Text Analytics,searchAnalytics,searchJoin,Join tables together,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-searchanalytics-searchjoin.htm&locale=en
SAS Visual Text Analytics,searchAnalytics,significantTerms,Compares the term distribution from a result set with the term distribution from an index,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-searchanalytics-significantterms.htm&locale=en
SAS Visual Text Analytics,sentimentAnalysis,applySent,"Computes the document level sentiment polarity (positive, negative, neutral) and sentiment score for the input textual data",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-sentimentanalysis-applysent.htm&locale=en
SAS Visual Text Analytics,smartData,dataSegment,Clusters data with k-means clustering and segments data by cluster ID,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-smartdata-datasegment.htm&locale=en
SAS Visual Text Analytics,conditionalRandomFields,crfScore,Score documents against CRF Model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-conditionalrandomfields-crfscore.htm&locale=en
SAS Visual Text Analytics,conditionalRandomFields,crfTrain,Train CRF Model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-conditionalrandomfields-crftrain.htm&locale=en
SAS Visual Text Analytics,textRuleDevelop,compileCategory,Builds a categories model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textruledevelop-compilecategory.htm&locale=en
SAS Visual Text Analytics,textRuleDevelop,compileConcept,Builds a concept model using the concept configuration and predefined entities,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textruledevelop-compileconcept.htm&locale=en
SAS Visual Text Analytics,textRuleDevelop,exportTextModel (buildTextAstore),"Builds a category astore model, a concept astore model, and a sentiment astore model",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textruledevelop-exporttextmodel.htm&locale=en
SAS Visual Text Analytics,textRuleDevelop,ruleGen,Generates LITI concept or fact rules using annotated documents,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textruledevelop-rulegen.htm&locale=en
SAS Visual Text Analytics,textRuleDevelop,validateCategory,Checks the syntax of category rules and outputs rule error information into a CAS table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textruledevelop-validatecategory.htm&locale=en
SAS Visual Text Analytics,textRuleDevelop,validateConcept,Checks the syntax of concept rules and writes rule syntax error information to a CAS table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textruledevelop-validateconcept.htm&locale=en
SAS Visual Text Analytics,textRuleScore,applyCategory,Categorizes text using a category model(MCO file),http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textrulescore-applycategory.htm&locale=en
SAS Visual Text Analytics,textRuleScore,applyConcept,Performs concept extraction using a concept extraction model (LI file),http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textrulescore-applyconcept.htm&locale=en
SAS Visual Text Analytics,textRuleScore,loadTableFromDisk,Load a CAS table from client machine,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textrulescore-loadtablefromdisk.htm&locale=en
SAS Visual Text Analytics,textMining,tmMine,"Combines the tpParse action, the tpAccumulate action, and SVD functionality into one action. Some parameters require a SAS Visual Text Analytics license or a SAS Visual Data Mining and Machine Learning license",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textmining-tmmine.htm&locale=en
SAS Visual Text Analytics,textMining,tmScore,Generates the parent table and SVD projections from new textual data based on the results from previous training data. This action requires a SAS Visual Text Analytics license or a SAS Visual Data Mining and Machine Learning license,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textmining-tmscore.htm&locale=en
SAS Visual Text Analytics,textMining,tmSvd,Computes the SVD factorization and generates topics. This action requires a SAS Visual Text Analytics license or a SAS Visual Data Mining and Machine Learning license,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textmining-tmsvd.htm&locale=en
SAS Visual Text Analytics,textParse,tpAccumulate,Accumulates parsing results and generates parent and terms tables. This action requires a SAS Visual Text Analytics license or a SAS Visual Data Mining and Machine Learning license,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textparse-tpaccumulate.htm&locale=en
SAS Visual Text Analytics,textParse,tpParse,Parses text using Natural Language Processing (NLP) techniques. This action requires a SAS Visual Text Analytics license or a SAS Visual Data Mining and Machine Learning license,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textparse-tpparse.htm&locale=en
SAS Visual Text Analytics,textParse,tpSpell,Checks the output of the tpParse action and refines the parent spelling results for a term. This action requires a SAS Visual Text Analytics license,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textparse-tpspell.htm&locale=en
SAS Visual Text Analytics,textParse,tpWordVector (applyWordVector),Applies a word vector model to score documents. This action requires a SAS Visual Text Analytics license,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textparse-tpwordvector.htm&locale=en
SAS Visual Text Analytics,textRuleDiscover,termMap,Generates term maps from text,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textrulediscover-termmap.htm&locale=en
SAS Visual Text Analytics,textSummarization,textSummarize,Parses an input table and generates text summarization tables,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textsummarization-textsummarize.htm&locale=en
SAS Visual Text Analytics,textTopic,tmCreateTopic,Creates a new topic by using similarity scores of terms based on the SVD projections,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-texttopic-tmcreatetopic.htm&locale=en
SAS Visual Text Analytics,textTopic,tmMergeTopic,Merges multiple topics into one topic,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-texttopic-tmmergetopic.htm&locale=en
SAS Visual Text Analytics,textTopic,tmSplitTopic,Splits one topic into two topics,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-texttopic-tmsplittopic.htm&locale=en
SAS Visual Text Analytics,textUtil,tmAstore,Creates a text mining analytic store from text mining tables,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textutil-tmastore.htm&locale=en
SAS Visual Text Analytics,textUtil,tmCooccur,Computes the term-by-term co-occurrence matrix,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textutil-tmcooccur.htm&locale=en
SAS Visual Text Analytics,textUtil,tmFindSimilar,Computes similarity scores of terms based on singular value decomposition (SVD) projections,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casvtapg&docsetTarget=cas-textutil-tmfindsimilar.htm&locale=en
SAS Data Quality,dataDiscovery,profile,Provides profiling metrics on a table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactdq&docsetTarget=cas-datadiscovery-profile.htm&locale=en
SAS Data Quality,entityRes,match,Data Management Matching,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactdq&docsetTarget=cas-entityres-match.htm&locale=en
SAS Data Quality,qkb,importQKBFromCaslib,Imports a QKB from a caslib,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactdq&docsetTarget=cas-qkb-importqkbfromcaslib.htm&locale=en
SAS Data Quality,qkb,importQKBFromURL,Imports a QKB from a URL,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactdq&docsetTarget=cas-qkb-importqkbfromurl.htm&locale=en
SAS Data Quality,qkb,listQKBDefinitions,Lists definitions for a locale,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactdq&docsetTarget=cas-qkb-listqkbdefinitions.htm&locale=en
SAS Data Quality,qkb,listQKBLocales,Lists all available locales,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactdq&docsetTarget=cas-qkb-listqkblocales.htm&locale=en
SAS Data Quality,qkb,listQKBTokens,Lists tokens for a definition and locale,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactdq&docsetTarget=cas-qkb-listqkbtokens.htm&locale=en
SAS Data Quality,qkb,listQKBs,Lists all available QKBs,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactdq&docsetTarget=cas-qkb-listqkbs.htm&locale=en
SAS Data Quality,qkb,loadQKB,Loads a QKB into memory,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactdq&docsetTarget=cas-qkb-loadqkb.htm&locale=en
SAS Data Quality,qkb,removeQKB,Removes a QKB,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactdq&docsetTarget=cas-qkb-removeqkb.htm&locale=en
SAS Econometrics,cdm,cdm,Creates requested samples of compound distribution,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactecon&docsetTarget=cas-cdm-cdm.htm&locale=en
SAS Econometrics,copula,copulaFit,Estimates the parameters for a specified copula type,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactecon&docsetTarget=cas-copula-copulafit.htm&locale=en
SAS Econometrics,copula,copulaSimulate,Simulates data from a specified copula model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactecon&docsetTarget=cas-copula-copulasimulate.htm&locale=en
SAS Econometrics,copula,copulaViewStore,Displays the model and estimates that are preserved in a specified item store,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactecon&docsetTarget=cas-copula-copulaviewstore.htm&locale=en
SAS Econometrics,countreg,countregFitModel,Analyzes regression models in which the dependent variable takes nonnegative integer or count values and typically represents the number of times an event occurs,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactecon&docsetTarget=cas-countreg-countregfitmodel.htm&locale=en
